45307
98217	401718	10
98217	66946	10
98217	11373	10
98217	288443	10
98217	270806	10
98217	415039	10
98217	37344	10
98217	168846	10
98217	151716	10
98217	379808	10
98217	84017	10
98217	45407	10
98217	161966	10
98217	178035	10
98217	480174	10
98217	40310	10
98217	238114	10
98217	463723	10
98217	33125	10
163168	270042	10
428894	480183	10
428894	116923	10
428894	258739	10
372328	41404	10
277798	565503	10
277798	153334	10
277798	21980	10
277798	560294	10
277798	567701	10
277798	547244	10
277798	213440	10
277798	109747	10
277798	64281	10
277798	379059	10
277798	430593	10
277798	399719	10
277798	189646	10
277798	350817	10
277798	135164	10
316170	408033	10
91460	259014	10
91460	315512	10
91460	558457	10
91460	26220	10
91460	77934	10
91460	54249	10
91460	76503	10
91460	572258	10
91460	400611	10
91460	61089	10
91460	466012	10
91460	141914	10
91460	17255	10
91460	482861	10
91460	144030	10
376105	178035	10
64736	394202	10
64736	291720	10
64736	336817	10
64736	271247	10
64736	319569	10
64736	24076	10
64736	33125	10
162356	64617	10
454154	336817	10
454154	228688	10
402041	566272	10
184720	543741	10
184720	11373	10
184720	295924	10
178035	291691	10
178035	466400	10
178035	543741	10
178035	269469	10
178035	60828	10
178035	401718	10
178035	408112	10
178035	11373	10
178035	307769	10
178035	227123	10
178035	370379	10
178035	461013	10
178035	372365	10
178035	270806	10
178035	415039	10
178035	535323	10
178035	91843	10
178035	37344	10
178035	168846	10
178035	151716	10
178035	514197	10
178035	73466	10
178035	493977	10
178035	31227	10
178035	36591	10
178035	384829	10
178035	13165	10
178035	349216	10
178035	45407	10
178035	161966	10
178035	178035	10
178035	463723	10
178035	33125	10
178035	426801	10
310566	319569	10
310566	24076	10
228688	336817	10
228688	24076	10
228688	33125	10
293729	559986	10
293729	525156	10
293729	31640	10
293729	238346	10
293729	68002	10
293729	121325	10
301306	78083	10
301306	534212	10
534212	78083	10
275024	78083	10
275024	301306	10
275024	534212	10
273185	492054	10
273185	403876	10
273185	409885	10
273185	115704	10
273185	273624	10
273185	243651	10
566774	90436	10
425456	488657	10
76468	228688	10
132147	454154	10
132147	228688	10
430593	315512	10
430593	101704	10
430593	403721	10
430593	467133	10
430593	54249	10
430593	547128	10
430593	61089	10
430593	81008	10
430593	276951	10
430593	197825	10
430593	198798	10
430593	17255	10
430593	482861	10
430593	245437	10
430593	144030	10
430593	476902	10
430593	135164	10
132124	9185	10
9185	291720	10
9185	24076	10
399719	397913	10
399719	565503	10
399719	21980	10
399719	560294	10
399719	413840	10
399719	291442	10
399719	216480	10
399719	547244	10
399719	14111	10
399719	64281	10
399719	189646	10
399719	135164	10
214482	60366	10
214482	140314	10
214482	94488	10
550374	443912	10
550374	219203	10
347222	372424	10
347222	125814	10
356742	240947	10
356742	556566	10
356742	289177	10
356742	454221	10
356742	215759	10
356742	353416	10
356742	457605	10
356742	26155	10
356742	404017	10
356742	563535	10
356742	564779	10
356742	310142	10
356742	446301	10
356742	559191	10
356742	551099	10
356742	138669	10
356742	208431	10
356742	141586	10
356742	183484	10
356742	156268	10
356742	243773	10
356742	398354	10
356742	524637	10
356742	138456	10
356742	201190	10
356742	531033	10
356742	6920	10
356742	35826	10
278476	216321	10
159191	246354	10
159191	302403	10
159191	495498	10
159191	443319	10
159191	64098	10
159191	480081	10
159191	384020	10
159191	281981	10
159191	142303	10
159191	165184	10
159191	105929	10
159191	412737	10
95416	376662	10
412915	466897	10
567908	499648	10
475541	279261	10
138456	2195	10
138456	55470	10
138456	184246	10
138456	446301	10
138456	39721	10
138456	100122	10
101950	286638	10
195530	241671	10
195530	428812	10
195530	495239	10
18000	428812	10
129769	82312	10
129769	396124	10
129769	295028	10
129769	156085	10
137460	542822	10
22059	542486	10
279042	542486	10
279042	22059	10
86915	235156	10
225076	390674	10
225076	250221	10
225076	52996	10
225076	41626	10
225076	107829	10
225076	146846	10
225076	491232	10
225076	453695	10
225076	312756	10
225076	347197	10
225076	521162	10
225076	506862	10
225076	61313	10
225076	254945	10
225076	379049	10
225076	84704	10
225076	219490	10
225076	123567	10
225076	120321	10
225076	297293	10
225076	329964	10
225076	139432	10
225076	370526	10
